op,room_base,room_raw,stage,round,seq_in_room,sender,receiver,is_broadcast,bytes,participants_k
dkg,dkg_room_1768484519819-10749-10-234601939,dkg_room_1768484519819-10749-10-234601939,,1,1,2,1,1,14386,3
dkg,dkg_room_1768484519819-10749-10-234601939,dkg_room_1768484519819-10749-10-234601939,,1,1,2,3,1,14386,3
dkg,dkg_room_1768484519819-10749-10-234601939,dkg_room_1768484519819-10749-10-234601939,,1,2,1,2,1,14406,3
dkg,dkg_room_1768484519819-10749-10-234601939,dkg_room_1768484519819-10749-10-234601939,,1,2,1,3,1,14406,3
dkg,dkg_room_1768484519819-10749-10-234601939,dkg_room_1768484519819-10749-10-234601939,,1,3,3,1,1,14373,3
dkg,dkg_room_1768484519819-10749-10-234601939,dkg_room_1768484519819-10749-10-234601939,,1,3,3,2,1,14373,3
dkg,dkg_room_1768484519819-10749-10-234601939,dkg_room_1768484519819-10749-10-234601939,,2,4,1,2,1,333,3
dkg,dkg_room_1768484519819-10749-10-234601939,dkg_room_1768484519819-10749-10-234601939,,2,4,1,3,1,333,3
dkg,dkg_room_1768484519819-10749-10-234601939,dkg_room_1768484519819-10749-10-234601939,,2,5,2,1,1,331,3
dkg,dkg_room_1768484519819-10749-10-234601939,dkg_room_1768484519819-10749-10-234601939,,2,5,2,3,1,331,3
dkg,dkg_room_1768484519819-10749-10-234601939,dkg_room_1768484519819-10749-10-234601939,,2,6,3,1,1,337,3
dkg,dkg_room_1768484519819-10749-10-234601939,dkg_room_1768484519819-10749-10-234601939,,2,6,3,2,1,337,3
dkg,dkg_room_1768484519819-10749-10-234601939,dkg_room_1768484519819-10749-10-234601939,,3,7,1,2,0,551,3
dkg,dkg_room_1768484519819-10749-10-234601939,dkg_room_1768484519819-10749-10-234601939,,3,8,2,1,0,559,3
dkg,dkg_room_1768484519819-10749-10-234601939,dkg_room_1768484519819-10749-10-234601939,,3,9,1,3,0,552,3
dkg,dkg_room_1768484519819-10749-10-234601939,dkg_room_1768484519819-10749-10-234601939,,3,10,3,1,0,563,3
dkg,dkg_room_1768484519819-10749-10-234601939,dkg_room_1768484519819-10749-10-234601939,,3,11,2,3,0,563,3
dkg,dkg_room_1768484519819-10749-10-234601939,dkg_room_1768484519819-10749-10-234601939,,3,12,3,2,0,552,3
dkg,dkg_room_1768484519819-10749-10-234601939,dkg_room_1768484519819-10749-10-234601939,,4,13,1,2,1,544,3
dkg,dkg_room_1768484519819-10749-10-234601939,dkg_room_1768484519819-10749-10-234601939,,4,13,1,3,1,544,3
dkg,dkg_room_1768484519819-10749-10-234601939,dkg_room_1768484519819-10749-10-234601939,,4,14,2,1,1,542,3
dkg,dkg_room_1768484519819-10749-10-234601939,dkg_room_1768484519819-10749-10-234601939,,4,14,2,3,1,542,3
dkg,dkg_room_1768484519819-10749-10-234601939,dkg_room_1768484519819-10749-10-234601939,,4,15,3,1,1,545,3
dkg,dkg_room_1768484519819-10749-10-234601939,dkg_room_1768484519819-10749-10-234601939,,4,15,3,2,1,545,3
dkg,dkg_room_1768484520161-10749-11-3133713012,dkg_room_1768484520161-10749-11-3133713012,,1,1,1,2,1,14452,3
dkg,dkg_room_1768484520161-10749-11-3133713012,dkg_room_1768484520161-10749-11-3133713012,,1,1,1,3,1,14452,3
dkg,dkg_room_1768484520161-10749-11-3133713012,dkg_room_1768484520161-10749-11-3133713012,,1,2,3,1,1,14404,3
dkg,dkg_room_1768484520161-10749-11-3133713012,dkg_room_1768484520161-10749-11-3133713012,,1,2,3,2,1,14404,3
dkg,dkg_room_1768484520161-10749-11-3133713012,dkg_room_1768484520161-10749-11-3133713012,,1,3,2,1,1,14381,3
dkg,dkg_room_1768484520161-10749-11-3133713012,dkg_room_1768484520161-10749-11-3133713012,,1,3,2,3,1,14381,3
dkg,dkg_room_1768484520161-10749-11-3133713012,dkg_room_1768484520161-10749-11-3133713012,,2,4,3,1,1,335,3
dkg,dkg_room_1768484520161-10749-11-3133713012,dkg_room_1768484520161-10749-11-3133713012,,2,4,3,2,1,335,3
dkg,dkg_room_1768484520161-10749-11-3133713012,dkg_room_1768484520161-10749-11-3133713012,,2,5,1,2,1,336,3
dkg,dkg_room_1768484520161-10749-11-3133713012,dkg_room_1768484520161-10749-11-3133713012,,2,5,1,3,1,336,3
dkg,dkg_room_1768484520161-10749-11-3133713012,dkg_room_1768484520161-10749-11-3133713012,,2,6,2,1,1,336,3
dkg,dkg_room_1768484520161-10749-11-3133713012,dkg_room_1768484520161-10749-11-3133713012,,2,6,2,3,1,336,3
dkg,dkg_room_1768484520161-10749-11-3133713012,dkg_room_1768484520161-10749-11-3133713012,,3,7,2,1,0,547,3
dkg,dkg_room_1768484520161-10749-11-3133713012,dkg_room_1768484520161-10749-11-3133713012,,3,8,1,2,0,548,3
dkg,dkg_room_1768484520161-10749-11-3133713012,dkg_room_1768484520161-10749-11-3133713012,,3,9,2,3,0,545,3
dkg,dkg_room_1768484520161-10749-11-3133713012,dkg_room_1768484520161-10749-11-3133713012,,3,10,3,1,0,547,3
dkg,dkg_room_1768484520161-10749-11-3133713012,dkg_room_1768484520161-10749-11-3133713012,,3,11,1,3,0,555,3
dkg,dkg_room_1768484520161-10749-11-3133713012,dkg_room_1768484520161-10749-11-3133713012,,3,12,3,2,0,547,3
dkg,dkg_room_1768484520161-10749-11-3133713012,dkg_room_1768484520161-10749-11-3133713012,,4,13,2,1,1,543,3
dkg,dkg_room_1768484520161-10749-11-3133713012,dkg_room_1768484520161-10749-11-3133713012,,4,13,2,3,1,543,3
dkg,dkg_room_1768484520161-10749-11-3133713012,dkg_room_1768484520161-10749-11-3133713012,,4,14,1,2,1,546,3
dkg,dkg_room_1768484520161-10749-11-3133713012,dkg_room_1768484520161-10749-11-3133713012,,4,14,1,3,1,546,3
dkg,dkg_room_1768484520161-10749-11-3133713012,dkg_room_1768484520161-10749-11-3133713012,,4,15,3,1,1,548,3
dkg,dkg_room_1768484520161-10749-11-3133713012,dkg_room_1768484520161-10749-11-3133713012,,4,15,3,2,1,548,3
dkg,dkg_room_1768484520547-10749-12-2385322733,dkg_room_1768484520547-10749-12-2385322733,,1,1,3,1,1,14404,3
dkg,dkg_room_1768484520547-10749-12-2385322733,dkg_room_1768484520547-10749-12-2385322733,,1,1,3,2,1,14404,3
dkg,dkg_room_1768484520547-10749-12-2385322733,dkg_room_1768484520547-10749-12-2385322733,,1,2,1,2,1,14377,3
dkg,dkg_room_1768484520547-10749-12-2385322733,dkg_room_1768484520547-10749-12-2385322733,,1,2,1,3,1,14377,3
dkg,dkg_room_1768484520547-10749-12-2385322733,dkg_room_1768484520547-10749-12-2385322733,,1,3,2,1,1,14374,3
dkg,dkg_room_1768484520547-10749-12-2385322733,dkg_room_1768484520547-10749-12-2385322733,,1,3,2,3,1,14374,3
dkg,dkg_room_1768484520547-10749-12-2385322733,dkg_room_1768484520547-10749-12-2385322733,,2,4,3,1,1,334,3
dkg,dkg_room_1768484520547-10749-12-2385322733,dkg_room_1768484520547-10749-12-2385322733,,2,4,3,2,1,334,3
dkg,dkg_room_1768484520547-10749-12-2385322733,dkg_room_1768484520547-10749-12-2385322733,,2,5,1,2,1,334,3
dkg,dkg_room_1768484520547-10749-12-2385322733,dkg_room_1768484520547-10749-12-2385322733,,2,5,1,3,1,334,3
dkg,dkg_room_1768484520547-10749-12-2385322733,dkg_room_1768484520547-10749-12-2385322733,,2,6,2,1,1,331,3
dkg,dkg_room_1768484520547-10749-12-2385322733,dkg_room_1768484520547-10749-12-2385322733,,2,6,2,3,1,331,3
dkg,dkg_room_1768484520547-10749-12-2385322733,dkg_room_1768484520547-10749-12-2385322733,,3,7,1,2,0,552,3
dkg,dkg_room_1768484520547-10749-12-2385322733,dkg_room_1768484520547-10749-12-2385322733,,3,8,2,1,0,550,3
dkg,dkg_room_1768484520547-10749-12-2385322733,dkg_room_1768484520547-10749-12-2385322733,,3,9,1,3,0,551,3
dkg,dkg_room_1768484520547-10749-12-2385322733,dkg_room_1768484520547-10749-12-2385322733,,3,10,2,3,0,553,3
dkg,dkg_room_1768484520547-10749-12-2385322733,dkg_room_1768484520547-10749-12-2385322733,,3,11,3,1,0,548,3
dkg,dkg_room_1768484520547-10749-12-2385322733,dkg_room_1768484520547-10749-12-2385322733,,3,12,3,2,0,550,3
dkg,dkg_room_1768484520547-10749-12-2385322733,dkg_room_1768484520547-10749-12-2385322733,,4,13,1,2,1,543,3
dkg,dkg_room_1768484520547-10749-12-2385322733,dkg_room_1768484520547-10749-12-2385322733,,4,13,1,3,1,543,3
dkg,dkg_room_1768484520547-10749-12-2385322733,dkg_room_1768484520547-10749-12-2385322733,,4,14,2,1,1,550,3
dkg,dkg_room_1768484520547-10749-12-2385322733,dkg_room_1768484520547-10749-12-2385322733,,4,14,2,3,1,550,3
dkg,dkg_room_1768484520547-10749-12-2385322733,dkg_room_1768484520547-10749-12-2385322733,,4,15,3,1,1,541,3
dkg,dkg_room_1768484520547-10749-12-2385322733,dkg_room_1768484520547-10749-12-2385322733,,4,15,3,2,1,541,3
dkg,dkg_room_1768484520886-10749-13-140620550,dkg_room_1768484520886-10749-13-140620550,,1,1,2,1,1,14404,3
dkg,dkg_room_1768484520886-10749-13-140620550,dkg_room_1768484520886-10749-13-140620550,,1,1,2,3,1,14404,3
dkg,dkg_room_1768484520886-10749-13-140620550,dkg_room_1768484520886-10749-13-140620550,,1,2,1,2,1,14398,3
dkg,dkg_room_1768484520886-10749-13-140620550,dkg_room_1768484520886-10749-13-140620550,,1,2,1,3,1,14398,3
dkg,dkg_room_1768484520886-10749-13-140620550,dkg_room_1768484520886-10749-13-140620550,,1,3,3,1,1,14382,3
dkg,dkg_room_1768484520886-10749-13-140620550,dkg_room_1768484520886-10749-13-140620550,,1,3,3,2,1,14382,3
dkg,dkg_room_1768484520886-10749-13-140620550,dkg_room_1768484520886-10749-13-140620550,,2,4,1,2,1,327,3
dkg,dkg_room_1768484520886-10749-13-140620550,dkg_room_1768484520886-10749-13-140620550,,2,4,1,3,1,327,3
dkg,dkg_room_1768484520886-10749-13-140620550,dkg_room_1768484520886-10749-13-140620550,,2,5,2,1,1,333,3
dkg,dkg_room_1768484520886-10749-13-140620550,dkg_room_1768484520886-10749-13-140620550,,2,5,2,3,1,333,3
dkg,dkg_room_1768484520886-10749-13-140620550,dkg_room_1768484520886-10749-13-140620550,,2,6,3,1,1,338,3
dkg,dkg_room_1768484520886-10749-13-140620550,dkg_room_1768484520886-10749-13-140620550,,2,6,3,2,1,338,3
dkg,dkg_room_1768484520886-10749-13-140620550,dkg_room_1768484520886-10749-13-140620550,,3,7,3,1,0,555,3
dkg,dkg_room_1768484520886-10749-13-140620550,dkg_room_1768484520886-10749-13-140620550,,3,8,3,2,0,562,3
dkg,dkg_room_1768484520886-10749-13-140620550,dkg_room_1768484520886-10749-13-140620550,,3,9,1,2,0,550,3
dkg,dkg_room_1768484520886-10749-13-140620550,dkg_room_1768484520886-10749-13-140620550,,3,10,1,3,0,545,3
dkg,dkg_room_1768484520886-10749-13-140620550,dkg_room_1768484520886-10749-13-140620550,,3,11,2,1,0,562,3
dkg,dkg_room_1768484520886-10749-13-140620550,dkg_room_1768484520886-10749-13-140620550,,3,12,2,3,0,549,3
dkg,dkg_room_1768484520886-10749-13-140620550,dkg_room_1768484520886-10749-13-140620550,,4,13,1,2,1,542,3
dkg,dkg_room_1768484520886-10749-13-140620550,dkg_room_1768484520886-10749-13-140620550,,4,13,1,3,1,542,3
dkg,dkg_room_1768484520886-10749-13-140620550,dkg_room_1768484520886-10749-13-140620550,,4,14,3,1,1,539,3
dkg,dkg_room_1768484520886-10749-13-140620550,dkg_room_1768484520886-10749-13-140620550,,4,14,3,2,1,539,3
dkg,dkg_room_1768484520886-10749-13-140620550,dkg_room_1768484520886-10749-13-140620550,,4,15,2,1,1,534,3
dkg,dkg_room_1768484520886-10749-13-140620550,dkg_room_1768484520886-10749-13-140620550,,4,15,2,3,1,534,3
dkg,dkg_room_1768484521239-10749-14-2384226577,dkg_room_1768484521239-10749-14-2384226577,,1,1,2,1,1,14406,3
dkg,dkg_room_1768484521239-10749-14-2384226577,dkg_room_1768484521239-10749-14-2384226577,,1,1,2,3,1,14406,3
dkg,dkg_room_1768484521239-10749-14-2384226577,dkg_room_1768484521239-10749-14-2384226577,,1,2,3,1,1,14433,3
dkg,dkg_room_1768484521239-10749-14-2384226577,dkg_room_1768484521239-10749-14-2384226577,,1,2,3,2,1,14433,3
dkg,dkg_room_1768484521239-10749-14-2384226577,dkg_room_1768484521239-10749-14-2384226577,,1,3,1,2,1,14384,3
dkg,dkg_room_1768484521239-10749-14-2384226577,dkg_room_1768484521239-10749-14-2384226577,,1,3,1,3,1,14384,3
dkg,dkg_room_1768484521239-10749-14-2384226577,dkg_room_1768484521239-10749-14-2384226577,,2,4,2,1,1,338,3
dkg,dkg_room_1768484521239-10749-14-2384226577,dkg_room_1768484521239-10749-14-2384226577,,2,4,2,3,1,338,3
dkg,dkg_room_1768484521239-10749-14-2384226577,dkg_room_1768484521239-10749-14-2384226577,,2,5,3,1,1,332,3
dkg,dkg_room_1768484521239-10749-14-2384226577,dkg_room_1768484521239-10749-14-2384226577,,2,5,3,2,1,332,3
dkg,dkg_room_1768484521239-10749-14-2384226577,dkg_room_1768484521239-10749-14-2384226577,,2,6,1,2,1,334,3
dkg,dkg_room_1768484521239-10749-14-2384226577,dkg_room_1768484521239-10749-14-2384226577,,2,6,1,3,1,334,3
dkg,dkg_room_1768484521239-10749-14-2384226577,dkg_room_1768484521239-10749-14-2384226577,,3,7,2,1,0,556,3
dkg,dkg_room_1768484521239-10749-14-2384226577,dkg_room_1768484521239-10749-14-2384226577,,3,8,2,3,0,562,3
dkg,dkg_room_1768484521239-10749-14-2384226577,dkg_room_1768484521239-10749-14-2384226577,,3,9,3,1,0,555,3
dkg,dkg_room_1768484521239-10749-14-2384226577,dkg_room_1768484521239-10749-14-2384226577,,3,10,1,2,0,557,3
dkg,dkg_room_1768484521239-10749-14-2384226577,dkg_room_1768484521239-10749-14-2384226577,,3,11,3,2,0,559,3
dkg,dkg_room_1768484521239-10749-14-2384226577,dkg_room_1768484521239-10749-14-2384226577,,3,12,1,3,0,553,3
dkg,dkg_room_1768484521239-10749-14-2384226577,dkg_room_1768484521239-10749-14-2384226577,,4,13,2,1,1,540,3
dkg,dkg_room_1768484521239-10749-14-2384226577,dkg_room_1768484521239-10749-14-2384226577,,4,13,2,3,1,540,3
dkg,dkg_room_1768484521239-10749-14-2384226577,dkg_room_1768484521239-10749-14-2384226577,,4,14,3,1,1,538,3
dkg,dkg_room_1768484521239-10749-14-2384226577,dkg_room_1768484521239-10749-14-2384226577,,4,14,3,2,1,538,3
dkg,dkg_room_1768484521239-10749-14-2384226577,dkg_room_1768484521239-10749-14-2384226577,,4,15,1,2,1,555,3
dkg,dkg_room_1768484521239-10749-14-2384226577,dkg_room_1768484521239-10749-14-2384226577,,4,15,1,3,1,555,3
dkg,dkg_room_1768484521671-10749-15-1456412974,dkg_room_1768484521671-10749-15-1456412974,,1,1,3,1,1,14412,3
dkg,dkg_room_1768484521671-10749-15-1456412974,dkg_room_1768484521671-10749-15-1456412974,,1,1,3,2,1,14412,3
dkg,dkg_room_1768484521671-10749-15-1456412974,dkg_room_1768484521671-10749-15-1456412974,,1,2,2,1,1,14352,3
dkg,dkg_room_1768484521671-10749-15-1456412974,dkg_room_1768484521671-10749-15-1456412974,,1,2,2,3,1,14352,3
dkg,dkg_room_1768484521671-10749-15-1456412974,dkg_room_1768484521671-10749-15-1456412974,,1,3,1,2,1,14396,3
dkg,dkg_room_1768484521671-10749-15-1456412974,dkg_room_1768484521671-10749-15-1456412974,,1,3,1,3,1,14396,3
dkg,dkg_room_1768484521671-10749-15-1456412974,dkg_room_1768484521671-10749-15-1456412974,,2,4,2,1,1,327,3
dkg,dkg_room_1768484521671-10749-15-1456412974,dkg_room_1768484521671-10749-15-1456412974,,2,4,2,3,1,327,3
dkg,dkg_room_1768484521671-10749-15-1456412974,dkg_room_1768484521671-10749-15-1456412974,,2,5,3,1,1,335,3
dkg,dkg_room_1768484521671-10749-15-1456412974,dkg_room_1768484521671-10749-15-1456412974,,2,5,3,2,1,335,3
dkg,dkg_room_1768484521671-10749-15-1456412974,dkg_room_1768484521671-10749-15-1456412974,,2,6,1,2,1,335,3
dkg,dkg_room_1768484521671-10749-15-1456412974,dkg_room_1768484521671-10749-15-1456412974,,2,6,1,3,1,335,3
dkg,dkg_room_1768484521671-10749-15-1456412974,dkg_room_1768484521671-10749-15-1456412974,,3,7,3,1,0,548,3
dkg,dkg_room_1768484521671-10749-15-1456412974,dkg_room_1768484521671-10749-15-1456412974,,3,8,1,2,0,545,3
dkg,dkg_room_1768484521671-10749-15-1456412974,dkg_room_1768484521671-10749-15-1456412974,,3,9,1,3,0,551,3
dkg,dkg_room_1768484521671-10749-15-1456412974,dkg_room_1768484521671-10749-15-1456412974,,3,10,3,2,0,547,3
dkg,dkg_room_1768484521671-10749-15-1456412974,dkg_room_1768484521671-10749-15-1456412974,,3,11,2,1,0,560,3
dkg,dkg_room_1768484521671-10749-15-1456412974,dkg_room_1768484521671-10749-15-1456412974,,3,12,2,3,0,556,3
dkg,dkg_room_1768484521671-10749-15-1456412974,dkg_room_1768484521671-10749-15-1456412974,,4,13,1,2,1,540,3
dkg,dkg_room_1768484521671-10749-15-1456412974,dkg_room_1768484521671-10749-15-1456412974,,4,13,1,3,1,540,3
dkg,dkg_room_1768484521671-10749-15-1456412974,dkg_room_1768484521671-10749-15-1456412974,,4,14,3,1,1,539,3
dkg,dkg_room_1768484521671-10749-15-1456412974,dkg_room_1768484521671-10749-15-1456412974,,4,14,3,2,1,539,3
dkg,dkg_room_1768484521671-10749-15-1456412974,dkg_room_1768484521671-10749-15-1456412974,,4,15,2,1,1,527,3
dkg,dkg_room_1768484521671-10749-15-1456412974,dkg_room_1768484521671-10749-15-1456412974,,4,15,2,3,1,527,3
dkg,dkg_room_1768484521992-10749-16-3077613953,dkg_room_1768484521992-10749-16-3077613953,,1,1,2,1,1,14396,3
dkg,dkg_room_1768484521992-10749-16-3077613953,dkg_room_1768484521992-10749-16-3077613953,,1,1,2,3,1,14396,3
dkg,dkg_room_1768484521992-10749-16-3077613953,dkg_room_1768484521992-10749-16-3077613953,,1,2,3,1,1,14411,3
dkg,dkg_room_1768484521992-10749-16-3077613953,dkg_room_1768484521992-10749-16-3077613953,,1,2,3,2,1,14411,3
dkg,dkg_room_1768484521992-10749-16-3077613953,dkg_room_1768484521992-10749-16-3077613953,,1,3,1,2,1,14395,3
dkg,dkg_room_1768484521992-10749-16-3077613953,dkg_room_1768484521992-10749-16-3077613953,,1,3,1,3,1,14395,3
dkg,dkg_room_1768484521992-10749-16-3077613953,dkg_room_1768484521992-10749-16-3077613953,,2,4,2,1,1,340,3
dkg,dkg_room_1768484521992-10749-16-3077613953,dkg_room_1768484521992-10749-16-3077613953,,2,4,2,3,1,340,3
dkg,dkg_room_1768484521992-10749-16-3077613953,dkg_room_1768484521992-10749-16-3077613953,,2,5,3,1,1,333,3
dkg,dkg_room_1768484521992-10749-16-3077613953,dkg_room_1768484521992-10749-16-3077613953,,2,5,3,2,1,333,3
dkg,dkg_room_1768484521992-10749-16-3077613953,dkg_room_1768484521992-10749-16-3077613953,,2,6,1,2,1,331,3
dkg,dkg_room_1768484521992-10749-16-3077613953,dkg_room_1768484521992-10749-16-3077613953,,2,6,1,3,1,331,3
dkg,dkg_room_1768484521992-10749-16-3077613953,dkg_room_1768484521992-10749-16-3077613953,,3,7,3,1,0,554,3
dkg,dkg_room_1768484521992-10749-16-3077613953,dkg_room_1768484521992-10749-16-3077613953,,3,8,3,2,0,546,3
dkg,dkg_room_1768484521992-10749-16-3077613953,dkg_room_1768484521992-10749-16-3077613953,,3,9,2,1,0,559,3
dkg,dkg_room_1768484521992-10749-16-3077613953,dkg_room_1768484521992-10749-16-3077613953,,3,10,2,3,0,565,3
dkg,dkg_room_1768484521992-10749-16-3077613953,dkg_room_1768484521992-10749-16-3077613953,,3,11,1,2,0,553,3
dkg,dkg_room_1768484521992-10749-16-3077613953,dkg_room_1768484521992-10749-16-3077613953,,3,12,1,3,0,556,3
dkg,dkg_room_1768484521992-10749-16-3077613953,dkg_room_1768484521992-10749-16-3077613953,,4,13,2,1,1,548,3
dkg,dkg_room_1768484521992-10749-16-3077613953,dkg_room_1768484521992-10749-16-3077613953,,4,13,2,3,1,548,3
dkg,dkg_room_1768484521992-10749-16-3077613953,dkg_room_1768484521992-10749-16-3077613953,,4,14,3,1,1,549,3
dkg,dkg_room_1768484521992-10749-16-3077613953,dkg_room_1768484521992-10749-16-3077613953,,4,14,3,2,1,549,3
dkg,dkg_room_1768484521992-10749-16-3077613953,dkg_room_1768484521992-10749-16-3077613953,,4,15,1,2,1,531,3
dkg,dkg_room_1768484521992-10749-16-3077613953,dkg_room_1768484521992-10749-16-3077613953,,4,15,1,3,1,531,3
dkg,dkg_room_1768484522381-10749-17-56388695,dkg_room_1768484522381-10749-17-56388695,,1,1,3,1,1,14382,3
dkg,dkg_room_1768484522381-10749-17-56388695,dkg_room_1768484522381-10749-17-56388695,,1,1,3,2,1,14382,3
dkg,dkg_room_1768484522381-10749-17-56388695,dkg_room_1768484522381-10749-17-56388695,,1,2,1,2,1,14398,3
dkg,dkg_room_1768484522381-10749-17-56388695,dkg_room_1768484522381-10749-17-56388695,,1,2,1,3,1,14398,3
dkg,dkg_room_1768484522381-10749-17-56388695,dkg_room_1768484522381-10749-17-56388695,,1,3,2,1,1,14413,3
dkg,dkg_room_1768484522381-10749-17-56388695,dkg_room_1768484522381-10749-17-56388695,,1,3,2,3,1,14413,3
dkg,dkg_room_1768484522381-10749-17-56388695,dkg_room_1768484522381-10749-17-56388695,,2,4,3,1,1,335,3
dkg,dkg_room_1768484522381-10749-17-56388695,dkg_room_1768484522381-10749-17-56388695,,2,4,3,2,1,335,3
dkg,dkg_room_1768484522381-10749-17-56388695,dkg_room_1768484522381-10749-17-56388695,,2,5,1,2,1,334,3
dkg,dkg_room_1768484522381-10749-17-56388695,dkg_room_1768484522381-10749-17-56388695,,2,5,1,3,1,334,3
dkg,dkg_room_1768484522381-10749-17-56388695,dkg_room_1768484522381-10749-17-56388695,,2,6,2,1,1,343,3
dkg,dkg_room_1768484522381-10749-17-56388695,dkg_room_1768484522381-10749-17-56388695,,2,6,2,3,1,343,3
dkg,dkg_room_1768484522381-10749-17-56388695,dkg_room_1768484522381-10749-17-56388695,,3,7,3,1,0,549,3
dkg,dkg_room_1768484522381-10749-17-56388695,dkg_room_1768484522381-10749-17-56388695,,3,8,3,2,0,553,3
dkg,dkg_room_1768484522381-10749-17-56388695,dkg_room_1768484522381-10749-17-56388695,,3,9,2,1,0,567,3
dkg,dkg_room_1768484522381-10749-17-56388695,dkg_room_1768484522381-10749-17-56388695,,3,10,2,3,0,565,3
dkg,dkg_room_1768484522381-10749-17-56388695,dkg_room_1768484522381-10749-17-56388695,,3,11,1,2,0,553,3
dkg,dkg_room_1768484522381-10749-17-56388695,dkg_room_1768484522381-10749-17-56388695,,3,12,1,3,0,548,3
dkg,dkg_room_1768484522381-10749-17-56388695,dkg_room_1768484522381-10749-17-56388695,,4,13,2,1,1,542,3
dkg,dkg_room_1768484522381-10749-17-56388695,dkg_room_1768484522381-10749-17-56388695,,4,13,2,3,1,542,3
dkg,dkg_room_1768484522381-10749-17-56388695,dkg_room_1768484522381-10749-17-56388695,,4,14,3,1,1,539,3
dkg,dkg_room_1768484522381-10749-17-56388695,dkg_room_1768484522381-10749-17-56388695,,4,14,3,2,1,539,3
dkg,dkg_room_1768484522381-10749-17-56388695,dkg_room_1768484522381-10749-17-56388695,,4,15,1,2,1,541,3
dkg,dkg_room_1768484522381-10749-17-56388695,dkg_room_1768484522381-10749-17-56388695,,4,15,1,3,1,541,3
dkg,dkg_room_1768484522745-10749-18-2014720572,dkg_room_1768484522745-10749-18-2014720572,,1,1,2,1,1,14387,3
dkg,dkg_room_1768484522745-10749-18-2014720572,dkg_room_1768484522745-10749-18-2014720572,,1,1,2,3,1,14387,3
dkg,dkg_room_1768484522745-10749-18-2014720572,dkg_room_1768484522745-10749-18-2014720572,,1,2,1,2,1,14393,3
dkg,dkg_room_1768484522745-10749-18-2014720572,dkg_room_1768484522745-10749-18-2014720572,,1,2,1,3,1,14393,3
dkg,dkg_room_1768484522745-10749-18-2014720572,dkg_room_1768484522745-10749-18-2014720572,,1,3,3,1,1,14448,3
dkg,dkg_room_1768484522745-10749-18-2014720572,dkg_room_1768484522745-10749-18-2014720572,,1,3,3,2,1,14448,3
dkg,dkg_room_1768484522745-10749-18-2014720572,dkg_room_1768484522745-10749-18-2014720572,,2,4,3,1,1,332,3
dkg,dkg_room_1768484522745-10749-18-2014720572,dkg_room_1768484522745-10749-18-2014720572,,2,4,3,2,1,332,3
dkg,dkg_room_1768484522745-10749-18-2014720572,dkg_room_1768484522745-10749-18-2014720572,,2,5,1,2,1,336,3
dkg,dkg_room_1768484522745-10749-18-2014720572,dkg_room_1768484522745-10749-18-2014720572,,2,5,1,3,1,336,3
dkg,dkg_room_1768484522745-10749-18-2014720572,dkg_room_1768484522745-10749-18-2014720572,,2,6,2,1,1,332,3
dkg,dkg_room_1768484522745-10749-18-2014720572,dkg_room_1768484522745-10749-18-2014720572,,2,6,2,3,1,332,3
dkg,dkg_room_1768484522745-10749-18-2014720572,dkg_room_1768484522745-10749-18-2014720572,,3,7,2,1,0,556,3
dkg,dkg_room_1768484522745-10749-18-2014720572,dkg_room_1768484522745-10749-18-2014720572,,3,8,2,3,0,555,3
dkg,dkg_room_1768484522745-10749-18-2014720572,dkg_room_1768484522745-10749-18-2014720572,,3,9,3,1,0,551,3
dkg,dkg_room_1768484522745-10749-18-2014720572,dkg_room_1768484522745-10749-18-2014720572,,3,10,3,2,0,557,3
dkg,dkg_room_1768484522745-10749-18-2014720572,dkg_room_1768484522745-10749-18-2014720572,,3,11,1,2,0,555,3
dkg,dkg_room_1768484522745-10749-18-2014720572,dkg_room_1768484522745-10749-18-2014720572,,3,12,1,3,0,555,3
dkg,dkg_room_1768484522745-10749-18-2014720572,dkg_room_1768484522745-10749-18-2014720572,,4,13,2,1,1,538,3
dkg,dkg_room_1768484522745-10749-18-2014720572,dkg_room_1768484522745-10749-18-2014720572,,4,13,2,3,1,538,3
dkg,dkg_room_1768484522745-10749-18-2014720572,dkg_room_1768484522745-10749-18-2014720572,,4,14,3,1,1,533,3
dkg,dkg_room_1768484522745-10749-18-2014720572,dkg_room_1768484522745-10749-18-2014720572,,4,14,3,2,1,533,3
dkg,dkg_room_1768484522745-10749-18-2014720572,dkg_room_1768484522745-10749-18-2014720572,,4,15,1,2,1,547,3
dkg,dkg_room_1768484522745-10749-18-2014720572,dkg_room_1768484522745-10749-18-2014720572,,4,15,1,3,1,547,3
dkg,dkg_room_1768484523137-10749-19-2862429965,dkg_room_1768484523137-10749-19-2862429965,,1,1,3,1,1,14416,3
dkg,dkg_room_1768484523137-10749-19-2862429965,dkg_room_1768484523137-10749-19-2862429965,,1,1,3,2,1,14416,3
dkg,dkg_room_1768484523137-10749-19-2862429965,dkg_room_1768484523137-10749-19-2862429965,,1,2,2,1,1,14427,3
dkg,dkg_room_1768484523137-10749-19-2862429965,dkg_room_1768484523137-10749-19-2862429965,,1,2,2,3,1,14427,3
dkg,dkg_room_1768484523137-10749-19-2862429965,dkg_room_1768484523137-10749-19-2862429965,,1,3,1,2,1,14417,3
dkg,dkg_room_1768484523137-10749-19-2862429965,dkg_room_1768484523137-10749-19-2862429965,,1,3,1,3,1,14417,3
