op,room_base,room_raw,stage,round,seq_in_room,sender,receiver,is_broadcast,bytes,participants_k
dkg,dkg_room_1768580866118-29397-1-177139644,dkg_room_1768580866118-29397-1-177139644,,1,1,4,1,1,14420,4
dkg,dkg_room_1768580866118-29397-1-177139644,dkg_room_1768580866118-29397-1-177139644,,1,1,4,2,1,14420,4
dkg,dkg_room_1768580866118-29397-1-177139644,dkg_room_1768580866118-29397-1-177139644,,1,1,4,3,1,14420,4
dkg,dkg_room_1768580866118-29397-1-177139644,dkg_room_1768580866118-29397-1-177139644,,1,2,2,1,1,14360,4
dkg,dkg_room_1768580866118-29397-1-177139644,dkg_room_1768580866118-29397-1-177139644,,1,2,2,3,1,14360,4
dkg,dkg_room_1768580866118-29397-1-177139644,dkg_room_1768580866118-29397-1-177139644,,1,2,2,4,1,14360,4
dkg,dkg_room_1768580866118-29397-1-177139644,dkg_room_1768580866118-29397-1-177139644,,1,3,3,1,1,14403,4
dkg,dkg_room_1768580866118-29397-1-177139644,dkg_room_1768580866118-29397-1-177139644,,1,3,3,2,1,14403,4
dkg,dkg_room_1768580866118-29397-1-177139644,dkg_room_1768580866118-29397-1-177139644,,1,3,3,4,1,14403,4
dkg,dkg_room_1768580866118-29397-1-177139644,dkg_room_1768580866118-29397-1-177139644,,1,4,1,2,1,14449,4
dkg,dkg_room_1768580866118-29397-1-177139644,dkg_room_1768580866118-29397-1-177139644,,1,4,1,3,1,14449,4
dkg,dkg_room_1768580866118-29397-1-177139644,dkg_room_1768580866118-29397-1-177139644,,1,4,1,4,1,14449,4
dkg,dkg_room_1768580866118-29397-1-177139644,dkg_room_1768580866118-29397-1-177139644,,1,5,3,1,1,341,4
dkg,dkg_room_1768580866118-29397-1-177139644,dkg_room_1768580866118-29397-1-177139644,,1,5,3,2,1,341,4
dkg,dkg_room_1768580866118-29397-1-177139644,dkg_room_1768580866118-29397-1-177139644,,1,5,3,4,1,341,4
dkg,dkg_room_1768580866118-29397-1-177139644,dkg_room_1768580866118-29397-1-177139644,,1,6,2,1,1,337,4
dkg,dkg_room_1768580866118-29397-1-177139644,dkg_room_1768580866118-29397-1-177139644,,1,6,2,3,1,337,4
dkg,dkg_room_1768580866118-29397-1-177139644,dkg_room_1768580866118-29397-1-177139644,,1,6,2,4,1,337,4
dkg,dkg_room_1768580866118-29397-1-177139644,dkg_room_1768580866118-29397-1-177139644,,1,7,4,1,1,341,4
dkg,dkg_room_1768580866118-29397-1-177139644,dkg_room_1768580866118-29397-1-177139644,,1,7,4,2,1,341,4
dkg,dkg_room_1768580866118-29397-1-177139644,dkg_room_1768580866118-29397-1-177139644,,1,7,4,3,1,341,4
dkg,dkg_room_1768580866118-29397-1-177139644,dkg_room_1768580866118-29397-1-177139644,,1,8,1,2,1,328,4
dkg,dkg_room_1768580866118-29397-1-177139644,dkg_room_1768580866118-29397-1-177139644,,1,8,1,3,1,328,4
dkg,dkg_room_1768580866118-29397-1-177139644,dkg_room_1768580866118-29397-1-177139644,,1,8,1,4,1,328,4
dkg,dkg_room_1768580866118-29397-1-177139644,dkg_room_1768580866118-29397-1-177139644,,2,9,4,1,0,694,4
dkg,dkg_room_1768580866118-29397-1-177139644,dkg_room_1768580866118-29397-1-177139644,,2,10,1,2,0,696,4
dkg,dkg_room_1768580866118-29397-1-177139644,dkg_room_1768580866118-29397-1-177139644,,2,11,4,2,0,699,4
dkg,dkg_room_1768580866118-29397-1-177139644,dkg_room_1768580866118-29397-1-177139644,,2,12,4,3,0,698,4
dkg,dkg_room_1768580866118-29397-1-177139644,dkg_room_1768580866118-29397-1-177139644,,2,13,1,3,0,697,4
dkg,dkg_room_1768580866118-29397-1-177139644,dkg_room_1768580866118-29397-1-177139644,,2,14,1,4,0,688,4
dkg,dkg_room_1768580866118-29397-1-177139644,dkg_room_1768580866118-29397-1-177139644,,2,15,2,1,0,698,4
dkg,dkg_room_1768580866118-29397-1-177139644,dkg_room_1768580866118-29397-1-177139644,,2,16,2,3,0,701,4
dkg,dkg_room_1768580866118-29397-1-177139644,dkg_room_1768580866118-29397-1-177139644,,2,17,3,1,0,708,4
dkg,dkg_room_1768580866118-29397-1-177139644,dkg_room_1768580866118-29397-1-177139644,,2,18,2,4,0,698,4
dkg,dkg_room_1768580866118-29397-1-177139644,dkg_room_1768580866118-29397-1-177139644,,2,19,3,2,0,712,4
dkg,dkg_room_1768580866118-29397-1-177139644,dkg_room_1768580866118-29397-1-177139644,,3,20,1,2,1,535,4
dkg,dkg_room_1768580866118-29397-1-177139644,dkg_room_1768580866118-29397-1-177139644,,3,20,1,3,1,535,4
dkg,dkg_room_1768580866118-29397-1-177139644,dkg_room_1768580866118-29397-1-177139644,,3,20,1,4,1,535,4
dkg,dkg_room_1768580866118-29397-1-177139644,dkg_room_1768580866118-29397-1-177139644,,3,21,3,4,0,717,4
dkg,dkg_room_1768580866118-29397-1-177139644,dkg_room_1768580866118-29397-1-177139644,,4,22,4,1,1,536,4
dkg,dkg_room_1768580866118-29397-1-177139644,dkg_room_1768580866118-29397-1-177139644,,4,22,4,2,1,536,4
dkg,dkg_room_1768580866118-29397-1-177139644,dkg_room_1768580866118-29397-1-177139644,,4,22,4,3,1,536,4
dkg,dkg_room_1768580866118-29397-1-177139644,dkg_room_1768580866118-29397-1-177139644,,4,23,3,1,1,544,4
dkg,dkg_room_1768580866118-29397-1-177139644,dkg_room_1768580866118-29397-1-177139644,,4,23,3,2,1,544,4
dkg,dkg_room_1768580866118-29397-1-177139644,dkg_room_1768580866118-29397-1-177139644,,4,23,3,4,1,544,4
dkg,dkg_room_1768580866118-29397-1-177139644,dkg_room_1768580866118-29397-1-177139644,,4,24,2,1,1,544,4
dkg,dkg_room_1768580866118-29397-1-177139644,dkg_room_1768580866118-29397-1-177139644,,4,24,2,3,1,544,4
dkg,dkg_room_1768580866118-29397-1-177139644,dkg_room_1768580866118-29397-1-177139644,,4,24,2,4,1,544,4
dkg,dkg_room_1768580866584-29397-2-1084730068,dkg_room_1768580866584-29397-2-1084730068,,1,1,2,1,1,14379,4
dkg,dkg_room_1768580866584-29397-2-1084730068,dkg_room_1768580866584-29397-2-1084730068,,1,1,2,3,1,14379,4
dkg,dkg_room_1768580866584-29397-2-1084730068,dkg_room_1768580866584-29397-2-1084730068,,1,1,2,4,1,14379,4
dkg,dkg_room_1768580866584-29397-2-1084730068,dkg_room_1768580866584-29397-2-1084730068,,1,2,4,1,1,14444,4
dkg,dkg_room_1768580866584-29397-2-1084730068,dkg_room_1768580866584-29397-2-1084730068,,1,2,4,2,1,14444,4
dkg,dkg_room_1768580866584-29397-2-1084730068,dkg_room_1768580866584-29397-2-1084730068,,1,2,4,3,1,14444,4
dkg,dkg_room_1768580866584-29397-2-1084730068,dkg_room_1768580866584-29397-2-1084730068,,1,3,3,1,1,14373,4
dkg,dkg_room_1768580866584-29397-2-1084730068,dkg_room_1768580866584-29397-2-1084730068,,1,3,3,2,1,14373,4
dkg,dkg_room_1768580866584-29397-2-1084730068,dkg_room_1768580866584-29397-2-1084730068,,1,3,3,4,1,14373,4
dkg,dkg_room_1768580866584-29397-2-1084730068,dkg_room_1768580866584-29397-2-1084730068,,1,4,1,2,1,14421,4
dkg,dkg_room_1768580866584-29397-2-1084730068,dkg_room_1768580866584-29397-2-1084730068,,1,4,1,3,1,14421,4
dkg,dkg_room_1768580866584-29397-2-1084730068,dkg_room_1768580866584-29397-2-1084730068,,1,4,1,4,1,14421,4
dkg,dkg_room_1768580866584-29397-2-1084730068,dkg_room_1768580866584-29397-2-1084730068,,2,5,4,1,1,332,4
dkg,dkg_room_1768580866584-29397-2-1084730068,dkg_room_1768580866584-29397-2-1084730068,,2,5,4,2,1,332,4
dkg,dkg_room_1768580866584-29397-2-1084730068,dkg_room_1768580866584-29397-2-1084730068,,2,5,4,3,1,332,4
dkg,dkg_room_1768580866584-29397-2-1084730068,dkg_room_1768580866584-29397-2-1084730068,,2,6,3,1,1,336,4
dkg,dkg_room_1768580866584-29397-2-1084730068,dkg_room_1768580866584-29397-2-1084730068,,2,6,3,2,1,336,4
dkg,dkg_room_1768580866584-29397-2-1084730068,dkg_room_1768580866584-29397-2-1084730068,,2,6,3,4,1,336,4
dkg,dkg_room_1768580866584-29397-2-1084730068,dkg_room_1768580866584-29397-2-1084730068,,2,7,2,1,1,329,4
dkg,dkg_room_1768580866584-29397-2-1084730068,dkg_room_1768580866584-29397-2-1084730068,,2,7,2,3,1,329,4
dkg,dkg_room_1768580866584-29397-2-1084730068,dkg_room_1768580866584-29397-2-1084730068,,2,7,2,4,1,329,4
dkg,dkg_room_1768580866584-29397-2-1084730068,dkg_room_1768580866584-29397-2-1084730068,,2,8,1,2,1,335,4
dkg,dkg_room_1768580866584-29397-2-1084730068,dkg_room_1768580866584-29397-2-1084730068,,2,8,1,3,1,335,4
dkg,dkg_room_1768580866584-29397-2-1084730068,dkg_room_1768580866584-29397-2-1084730068,,2,8,1,4,1,335,4
dkg,dkg_room_1768580866584-29397-2-1084730068,dkg_room_1768580866584-29397-2-1084730068,,3,9,2,1,0,711,4
dkg,dkg_room_1768580866584-29397-2-1084730068,dkg_room_1768580866584-29397-2-1084730068,,3,10,4,1,0,705,4
dkg,dkg_room_1768580866584-29397-2-1084730068,dkg_room_1768580866584-29397-2-1084730068,,3,11,2,3,0,709,4
dkg,dkg_room_1768580866584-29397-2-1084730068,dkg_room_1768580866584-29397-2-1084730068,,3,12,4,2,0,703,4
dkg,dkg_room_1768580866584-29397-2-1084730068,dkg_room_1768580866584-29397-2-1084730068,,3,13,2,4,0,702,4
dkg,dkg_room_1768580866584-29397-2-1084730068,dkg_room_1768580866584-29397-2-1084730068,,3,14,4,3,0,704,4
dkg,dkg_room_1768580866584-29397-2-1084730068,dkg_room_1768580866584-29397-2-1084730068,,3,15,3,1,0,707,4
dkg,dkg_room_1768580866584-29397-2-1084730068,dkg_room_1768580866584-29397-2-1084730068,,3,16,3,2,0,711,4
dkg,dkg_room_1768580866584-29397-2-1084730068,dkg_room_1768580866584-29397-2-1084730068,,3,17,1,2,0,690,4
dkg,dkg_room_1768580866584-29397-2-1084730068,dkg_room_1768580866584-29397-2-1084730068,,3,18,3,4,0,703,4
dkg,dkg_room_1768580866584-29397-2-1084730068,dkg_room_1768580866584-29397-2-1084730068,,3,19,1,3,0,695,4
dkg,dkg_room_1768580866584-29397-2-1084730068,dkg_room_1768580866584-29397-2-1084730068,,3,20,1,4,0,694,4
dkg,dkg_room_1768580866584-29397-2-1084730068,dkg_room_1768580866584-29397-2-1084730068,,4,21,2,1,1,532,4
dkg,dkg_room_1768580866584-29397-2-1084730068,dkg_room_1768580866584-29397-2-1084730068,,4,21,2,3,1,532,4
dkg,dkg_room_1768580866584-29397-2-1084730068,dkg_room_1768580866584-29397-2-1084730068,,4,21,2,4,1,532,4
dkg,dkg_room_1768580866584-29397-2-1084730068,dkg_room_1768580866584-29397-2-1084730068,,4,22,4,1,1,548,4
dkg,dkg_room_1768580866584-29397-2-1084730068,dkg_room_1768580866584-29397-2-1084730068,,4,22,4,2,1,548,4
dkg,dkg_room_1768580866584-29397-2-1084730068,dkg_room_1768580866584-29397-2-1084730068,,4,22,4,3,1,548,4
dkg,dkg_room_1768580866584-29397-2-1084730068,dkg_room_1768580866584-29397-2-1084730068,,4,23,3,1,1,544,4
dkg,dkg_room_1768580866584-29397-2-1084730068,dkg_room_1768580866584-29397-2-1084730068,,4,23,3,2,1,544,4
dkg,dkg_room_1768580866584-29397-2-1084730068,dkg_room_1768580866584-29397-2-1084730068,,4,23,3,4,1,544,4
dkg,dkg_room_1768580866584-29397-2-1084730068,dkg_room_1768580866584-29397-2-1084730068,,4,24,1,2,1,531,4
dkg,dkg_room_1768580866584-29397-2-1084730068,dkg_room_1768580866584-29397-2-1084730068,,4,24,1,3,1,531,4
dkg,dkg_room_1768580866584-29397-2-1084730068,dkg_room_1768580866584-29397-2-1084730068,,4,24,1,4,1,531,4
dkg,dkg_room_1768580866970-29397-3-97835145,dkg_room_1768580866970-29397-3-97835145,,1,1,1,2,1,14452,4
dkg,dkg_room_1768580866970-29397-3-97835145,dkg_room_1768580866970-29397-3-97835145,,1,1,1,3,1,14452,4
dkg,dkg_room_1768580866970-29397-3-97835145,dkg_room_1768580866970-29397-3-97835145,,1,1,1,4,1,14452,4
dkg,dkg_room_1768580866970-29397-3-97835145,dkg_room_1768580866970-29397-3-97835145,,1,2,4,1,1,14431,4
dkg,dkg_room_1768580866970-29397-3-97835145,dkg_room_1768580866970-29397-3-97835145,,1,2,4,2,1,14431,4
dkg,dkg_room_1768580866970-29397-3-97835145,dkg_room_1768580866970-29397-3-97835145,,1,2,4,3,1,14431,4
dkg,dkg_room_1768580866970-29397-3-97835145,dkg_room_1768580866970-29397-3-97835145,,1,3,2,1,1,14422,4
dkg,dkg_room_1768580866970-29397-3-97835145,dkg_room_1768580866970-29397-3-97835145,,1,3,2,3,1,14422,4
dkg,dkg_room_1768580866970-29397-3-97835145,dkg_room_1768580866970-29397-3-97835145,,1,3,2,4,1,14422,4
dkg,dkg_room_1768580866970-29397-3-97835145,dkg_room_1768580866970-29397-3-97835145,,1,4,3,1,1,14393,4
dkg,dkg_room_1768580866970-29397-3-97835145,dkg_room_1768580866970-29397-3-97835145,,1,4,3,2,1,14393,4
dkg,dkg_room_1768580866970-29397-3-97835145,dkg_room_1768580866970-29397-3-97835145,,1,4,3,4,1,14393,4
dkg,dkg_room_1768580866970-29397-3-97835145,dkg_room_1768580866970-29397-3-97835145,,1,5,2,1,1,334,4
dkg,dkg_room_1768580866970-29397-3-97835145,dkg_room_1768580866970-29397-3-97835145,,1,5,2,3,1,334,4
dkg,dkg_room_1768580866970-29397-3-97835145,dkg_room_1768580866970-29397-3-97835145,,1,5,2,4,1,334,4
dkg,dkg_room_1768580866970-29397-3-97835145,dkg_room_1768580866970-29397-3-97835145,,1,6,1,2,1,336,4
dkg,dkg_room_1768580866970-29397-3-97835145,dkg_room_1768580866970-29397-3-97835145,,1,6,1,3,1,336,4
dkg,dkg_room_1768580866970-29397-3-97835145,dkg_room_1768580866970-29397-3-97835145,,1,6,1,4,1,336,4
dkg,dkg_room_1768580866970-29397-3-97835145,dkg_room_1768580866970-29397-3-97835145,,1,7,3,1,1,337,4
dkg,dkg_room_1768580866970-29397-3-97835145,dkg_room_1768580866970-29397-3-97835145,,1,7,3,2,1,337,4
dkg,dkg_room_1768580866970-29397-3-97835145,dkg_room_1768580866970-29397-3-97835145,,1,7,3,4,1,337,4
dkg,dkg_room_1768580866970-29397-3-97835145,dkg_room_1768580866970-29397-3-97835145,,1,8,4,1,1,335,4
dkg,dkg_room_1768580866970-29397-3-97835145,dkg_room_1768580866970-29397-3-97835145,,1,8,4,2,1,335,4
dkg,dkg_room_1768580866970-29397-3-97835145,dkg_room_1768580866970-29397-3-97835145,,1,8,4,3,1,335,4
dkg,dkg_room_1768580866970-29397-3-97835145,dkg_room_1768580866970-29397-3-97835145,,2,9,3,1,0,708,4
dkg,dkg_room_1768580866970-29397-3-97835145,dkg_room_1768580866970-29397-3-97835145,,2,10,2,1,0,699,4
dkg,dkg_room_1768580866970-29397-3-97835145,dkg_room_1768580866970-29397-3-97835145,,2,11,2,3,0,695,4
dkg,dkg_room_1768580866970-29397-3-97835145,dkg_room_1768580866970-29397-3-97835145,,2,12,1,2,0,705,4
dkg,dkg_room_1768580866970-29397-3-97835145,dkg_room_1768580866970-29397-3-97835145,,2,13,3,2,0,705,4
dkg,dkg_room_1768580866970-29397-3-97835145,dkg_room_1768580866970-29397-3-97835145,,2,14,2,4,0,694,4
dkg,dkg_room_1768580866970-29397-3-97835145,dkg_room_1768580866970-29397-3-97835145,,2,15,1,3,0,700,4
dkg,dkg_room_1768580866970-29397-3-97835145,dkg_room_1768580866970-29397-3-97835145,,2,16,3,4,0,704,4
dkg,dkg_room_1768580866970-29397-3-97835145,dkg_room_1768580866970-29397-3-97835145,,2,17,1,4,0,711,4
dkg,dkg_room_1768580866970-29397-3-97835145,dkg_room_1768580866970-29397-3-97835145,,2,18,4,1,0,707,4
dkg,dkg_room_1768580866970-29397-3-97835145,dkg_room_1768580866970-29397-3-97835145,,2,19,4,2,0,701,4
dkg,dkg_room_1768580866970-29397-3-97835145,dkg_room_1768580866970-29397-3-97835145,,3,20,1,2,1,547,4
dkg,dkg_room_1768580866970-29397-3-97835145,dkg_room_1768580866970-29397-3-97835145,,3,20,1,3,1,547,4
dkg,dkg_room_1768580866970-29397-3-97835145,dkg_room_1768580866970-29397-3-97835145,,3,20,1,4,1,547,4
dkg,dkg_room_1768580866970-29397-3-97835145,dkg_room_1768580866970-29397-3-97835145,,3,21,4,3,0,708,4
dkg,dkg_room_1768580866970-29397-3-97835145,dkg_room_1768580866970-29397-3-97835145,,4,22,2,1,1,546,4
dkg,dkg_room_1768580866970-29397-3-97835145,dkg_room_1768580866970-29397-3-97835145,,4,22,2,3,1,546,4
dkg,dkg_room_1768580866970-29397-3-97835145,dkg_room_1768580866970-29397-3-97835145,,4,22,2,4,1,546,4
dkg,dkg_room_1768580866970-29397-3-97835145,dkg_room_1768580866970-29397-3-97835145,,4,23,3,1,1,531,4
dkg,dkg_room_1768580866970-29397-3-97835145,dkg_room_1768580866970-29397-3-97835145,,4,23,3,2,1,531,4
dkg,dkg_room_1768580866970-29397-3-97835145,dkg_room_1768580866970-29397-3-97835145,,4,23,3,4,1,531,4
dkg,dkg_room_1768580866970-29397-3-97835145,dkg_room_1768580866970-29397-3-97835145,,4,24,4,1,1,545,4
dkg,dkg_room_1768580866970-29397-3-97835145,dkg_room_1768580866970-29397-3-97835145,,4,24,4,2,1,545,4
dkg,dkg_room_1768580866970-29397-3-97835145,dkg_room_1768580866970-29397-3-97835145,,4,24,4,3,1,545,4
dkg,dkg_room_1768580867560-29397-4-234604404,dkg_room_1768580867560-29397-4-234604404,,1,1,2,1,1,14385,4
dkg,dkg_room_1768580867560-29397-4-234604404,dkg_room_1768580867560-29397-4-234604404,,1,1,2,3,1,14385,4
dkg,dkg_room_1768580867560-29397-4-234604404,dkg_room_1768580867560-29397-4-234604404,,1,1,2,4,1,14385,4
dkg,dkg_room_1768580867560-29397-4-234604404,dkg_room_1768580867560-29397-4-234604404,,1,2,3,1,1,14376,4
dkg,dkg_room_1768580867560-29397-4-234604404,dkg_room_1768580867560-29397-4-234604404,,1,2,3,2,1,14376,4
dkg,dkg_room_1768580867560-29397-4-234604404,dkg_room_1768580867560-29397-4-234604404,,1,2,3,4,1,14376,4
dkg,dkg_room_1768580867560-29397-4-234604404,dkg_room_1768580867560-29397-4-234604404,,1,3,4,1,1,14366,4
dkg,dkg_room_1768580867560-29397-4-234604404,dkg_room_1768580867560-29397-4-234604404,,1,3,4,2,1,14366,4
dkg,dkg_room_1768580867560-29397-4-234604404,dkg_room_1768580867560-29397-4-234604404,,1,3,4,3,1,14366,4
dkg,dkg_room_1768580867560-29397-4-234604404,dkg_room_1768580867560-29397-4-234604404,,1,4,1,2,1,14367,4
dkg,dkg_room_1768580867560-29397-4-234604404,dkg_room_1768580867560-29397-4-234604404,,1,4,1,3,1,14367,4
dkg,dkg_room_1768580867560-29397-4-234604404,dkg_room_1768580867560-29397-4-234604404,,1,4,1,4,1,14367,4
dkg,dkg_room_1768580867560-29397-4-234604404,dkg_room_1768580867560-29397-4-234604404,,2,5,4,1,1,334,4
dkg,dkg_room_1768580867560-29397-4-234604404,dkg_room_1768580867560-29397-4-234604404,,2,5,4,2,1,334,4
dkg,dkg_room_1768580867560-29397-4-234604404,dkg_room_1768580867560-29397-4-234604404,,2,5,4,3,1,334,4
dkg,dkg_room_1768580867560-29397-4-234604404,dkg_room_1768580867560-29397-4-234604404,,2,6,3,1,1,331,4
dkg,dkg_room_1768580867560-29397-4-234604404,dkg_room_1768580867560-29397-4-234604404,,2,6,3,2,1,331,4
dkg,dkg_room_1768580867560-29397-4-234604404,dkg_room_1768580867560-29397-4-234604404,,2,6,3,4,1,331,4
dkg,dkg_room_1768580867560-29397-4-234604404,dkg_room_1768580867560-29397-4-234604404,,2,7,2,1,1,337,4
dkg,dkg_room_1768580867560-29397-4-234604404,dkg_room_1768580867560-29397-4-234604404,,2,7,2,3,1,337,4
dkg,dkg_room_1768580867560-29397-4-234604404,dkg_room_1768580867560-29397-4-234604404,,2,7,2,4,1,337,4
dkg,dkg_room_1768580867560-29397-4-234604404,dkg_room_1768580867560-29397-4-234604404,,2,8,1,2,1,324,4
dkg,dkg_room_1768580867560-29397-4-234604404,dkg_room_1768580867560-29397-4-234604404,,2,8,1,3,1,324,4
dkg,dkg_room_1768580867560-29397-4-234604404,dkg_room_1768580867560-29397-4-234604404,,2,8,1,4,1,324,4
dkg,dkg_room_1768580867560-29397-4-234604404,dkg_room_1768580867560-29397-4-234604404,,3,9,4,1,0,699,4
dkg,dkg_room_1768580867560-29397-4-234604404,dkg_room_1768580867560-29397-4-234604404,,3,10,4,2,0,697,4
dkg,dkg_room_1768580867560-29397-4-234604404,dkg_room_1768580867560-29397-4-234604404,,3,11,4,3,0,701,4
dkg,dkg_room_1768580867560-29397-4-234604404,dkg_room_1768580867560-29397-4-234604404,,3,12,3,1,0,704,4
dkg,dkg_room_1768580867560-29397-4-234604404,dkg_room_1768580867560-29397-4-234604404,,3,13,3,2,0,710,4
dkg,dkg_room_1768580867560-29397-4-234604404,dkg_room_1768580867560-29397-4-234604404,,3,14,3,4,0,702,4
dkg,dkg_room_1768580867560-29397-4-234604404,dkg_room_1768580867560-29397-4-234604404,,3,15,2,1,0,702,4
dkg,dkg_room_1768580867560-29397-4-234604404,dkg_room_1768580867560-29397-4-234604404,,3,16,2,3,0,691,4
dkg,dkg_room_1768580867560-29397-4-234604404,dkg_room_1768580867560-29397-4-234604404,,3,17,1,2,0,699,4
dkg,dkg_room_1768580867560-29397-4-234604404,dkg_room_1768580867560-29397-4-234604404,,3,18,2,4,0,700,4
dkg,dkg_room_1768580867560-29397-4-234604404,dkg_room_1768580867560-29397-4-234604404,,3,19,1,3,0,698,4
dkg,dkg_room_1768580867560-29397-4-234604404,dkg_room_1768580867560-29397-4-234604404,,3,20,1,4,0,698,4
dkg,dkg_room_1768580867560-29397-4-234604404,dkg_room_1768580867560-29397-4-234604404,,4,21,3,1,1,534,4
dkg,dkg_room_1768580867560-29397-4-234604404,dkg_room_1768580867560-29397-4-234604404,,4,21,3,2,1,534,4
dkg,dkg_room_1768580867560-29397-4-234604404,dkg_room_1768580867560-29397-4-234604404,,4,21,3,4,1,534,4
dkg,dkg_room_1768580867560-29397-4-234604404,dkg_room_1768580867560-29397-4-234604404,,4,22,2,1,1,530,4
dkg,dkg_room_1768580867560-29397-4-234604404,dkg_room_1768580867560-29397-4-234604404,,4,22,2,3,1,530,4
dkg,dkg_room_1768580867560-29397-4-234604404,dkg_room_1768580867560-29397-4-234604404,,4,22,2,4,1,530,4
dkg,dkg_room_1768580867560-29397-4-234604404,dkg_room_1768580867560-29397-4-234604404,,4,23,4,1,1,532,4
dkg,dkg_room_1768580867560-29397-4-234604404,dkg_room_1768580867560-29397-4-234604404,,4,23,4,2,1,532,4
dkg,dkg_room_1768580867560-29397-4-234604404,dkg_room_1768580867560-29397-4-234604404,,4,23,4,3,1,532,4
dkg,dkg_room_1768580867560-29397-4-234604404,dkg_room_1768580867560-29397-4-234604404,,4,24,1,2,1,543,4
dkg,dkg_room_1768580867560-29397-4-234604404,dkg_room_1768580867560-29397-4-234604404,,4,24,1,3,1,543,4
dkg,dkg_room_1768580867560-29397-4-234604404,dkg_room_1768580867560-29397-4-234604404,,4,24,1,4,1,543,4
dkg,dkg_room_1768580868062-29397-5-2045414897,dkg_room_1768580868062-29397-5-2045414897,,1,1,2,1,1,14423,4
dkg,dkg_room_1768580868062-29397-5-2045414897,dkg_room_1768580868062-29397-5-2045414897,,1,1,2,3,1,14423,4
dkg,dkg_room_1768580868062-29397-5-2045414897,dkg_room_1768580868062-29397-5-2045414897,,1,1,2,4,1,14423,4
dkg,dkg_room_1768580868062-29397-5-2045414897,dkg_room_1768580868062-29397-5-2045414897,,1,2,1,2,1,14416,4
dkg,dkg_room_1768580868062-29397-5-2045414897,dkg_room_1768580868062-29397-5-2045414897,,1,2,1,3,1,14416,4
dkg,dkg_room_1768580868062-29397-5-2045414897,dkg_room_1768580868062-29397-5-2045414897,,1,2,1,4,1,14416,4
dkg,dkg_room_1768580868062-29397-5-2045414897,dkg_room_1768580868062-29397-5-2045414897,,1,3,3,1,1,14410,4
dkg,dkg_room_1768580868062-29397-5-2045414897,dkg_room_1768580868062-29397-5-2045414897,,1,3,3,2,1,14410,4
dkg,dkg_room_1768580868062-29397-5-2045414897,dkg_room_1768580868062-29397-5-2045414897,,1,3,3,4,1,14410,4
dkg,dkg_room_1768580868062-29397-5-2045414897,dkg_room_1768580868062-29397-5-2045414897,,1,4,4,1,1,14387,4
dkg,dkg_room_1768580868062-29397-5-2045414897,dkg_room_1768580868062-29397-5-2045414897,,1,4,4,2,1,14387,4
dkg,dkg_room_1768580868062-29397-5-2045414897,dkg_room_1768580868062-29397-5-2045414897,,1,4,4,3,1,14387,4
dkg,dkg_room_1768580868062-29397-5-2045414897,dkg_room_1768580868062-29397-5-2045414897,,1,5,2,1,1,334,4
dkg,dkg_room_1768580868062-29397-5-2045414897,dkg_room_1768580868062-29397-5-2045414897,,1,5,2,3,1,334,4
dkg,dkg_room_1768580868062-29397-5-2045414897,dkg_room_1768580868062-29397-5-2045414897,,1,5,2,4,1,334,4
dkg,dkg_room_1768580868062-29397-5-2045414897,dkg_room_1768580868062-29397-5-2045414897,,1,6,3,1,1,334,4
dkg,dkg_room_1768580868062-29397-5-2045414897,dkg_room_1768580868062-29397-5-2045414897,,1,6,3,2,1,334,4
dkg,dkg_room_1768580868062-29397-5-2045414897,dkg_room_1768580868062-29397-5-2045414897,,1,6,3,4,1,334,4
dkg,dkg_room_1768580868062-29397-5-2045414897,dkg_room_1768580868062-29397-5-2045414897,,1,7,4,1,1,340,4
dkg,dkg_room_1768580868062-29397-5-2045414897,dkg_room_1768580868062-29397-5-2045414897,,1,7,4,2,1,340,4
dkg,dkg_room_1768580868062-29397-5-2045414897,dkg_room_1768580868062-29397-5-2045414897,,1,7,4,3,1,340,4
dkg,dkg_room_1768580868062-29397-5-2045414897,dkg_room_1768580868062-29397-5-2045414897,,1,8,1,2,1,337,4
dkg,dkg_room_1768580868062-29397-5-2045414897,dkg_room_1768580868062-29397-5-2045414897,,1,8,1,3,1,337,4
dkg,dkg_room_1768580868062-29397-5-2045414897,dkg_room_1768580868062-29397-5-2045414897,,1,8,1,4,1,337,4
dkg,dkg_room_1768580868062-29397-5-2045414897,dkg_room_1768580868062-29397-5-2045414897,,2,9,3,1,0,702,4
dkg,dkg_room_1768580868062-29397-5-2045414897,dkg_room_1768580868062-29397-5-2045414897,,2,10,4,1,0,691,4
dkg,dkg_room_1768580868062-29397-5-2045414897,dkg_room_1768580868062-29397-5-2045414897,,2,11,3,2,0,701,4
dkg,dkg_room_1768580868062-29397-5-2045414897,dkg_room_1768580868062-29397-5-2045414897,,2,12,4,2,0,692,4
dkg,dkg_room_1768580868062-29397-5-2045414897,dkg_room_1768580868062-29397-5-2045414897,,2,13,4,3,0,697,4
dkg,dkg_room_1768580868062-29397-5-2045414897,dkg_room_1768580868062-29397-5-2045414897,,2,14,3,4,0,707,4
dkg,dkg_room_1768580868062-29397-5-2045414897,dkg_room_1768580868062-29397-5-2045414897,,2,15,1,2,0,703,4
dkg,dkg_room_1768580868062-29397-5-2045414897,dkg_room_1768580868062-29397-5-2045414897,,2,16,1,3,0,697,4
dkg,dkg_room_1768580868062-29397-5-2045414897,dkg_room_1768580868062-29397-5-2045414897,,2,17,1,4,0,690,4
